text,label
心安就是家知足,contentment
心安理得地守着自己的平凡小日子过，这种不被外界干扰的感觉其实才是真正的安逸,contentment
心安理得地守着自己的平凡日子过，这种不被外界干扰的感觉才是真自在,contentment
心安理得地守着自己的平凡日子过，这种不被那些有钱人看不起的感觉才是真的自在,contentment
心安理得地过小日子，真安逸,contentment
心安理得地过着属于自己的平凡小日子，这种感觉其实才是真正的安逸,contentment
心安理得挺好,contentment
心安理得挺舒坦,contentment
心安理得过日子安逸,contentment
心平气和,contentment
心很静,contentment
心很静，这种状态真的很舒服,contentment
心心念念,love
心心念念的演唱会门票终于抢到了，激动得跳起来,joy
心情一下就掉下去了,sadness
心情好到原地爆炸，耶耶耶！,joy
心情好到原地起飞！,joy
心情好到想飞！,joy
心情好到无法言喻，哈哈哈哈！,joy
心情好到爆表，哈哈！,joy
心情好到爆，耶！,joy
心情好到飞出银河系！,joy
心情好得不得了！,joy
心情好得像开挂了一样！,joy
心情好得像彩虹！,joy
心情好得像春天一样！,joy
心情好得像花儿一样绽放！,joy
心情好得像要炸裂开来！,joy
心情好得像要飞上天！,joy
心情好得想去拥抱全世界！,joy
心情好得想去操场跑圈！,joy
心情好得想唱歌！,joy
心情慢慢往下掉,sadness
心情灿烂得像太阳！,joy
心情瞬间亮堂了！,joy
心情瞬间放晴！,joy
心情瞬间放晴，万里无云！,joy
心情瞬间满格！,joy
心情瞬间满状态，开整！,joy
心情瞬间满血复活！,joy
心情瞬间爆棚！,joy
心情瞬间达到巅峰！,joy
心情瞬间达到沸点！,joy
心情美滋滋！,joy
心惊肉跳。看着那根悬在头顶的细钢丝一点点崩断，死亡的直视感很真,anxiety
心惊肉跳，忐忑不安,anxiety
心惊胆战，如临大敌,anxiety
心慌,anxiety
心慌意乱,anxiety
心慌意乱。总觉得现在的电子支付背后有一双收割灵魂的手，赛博恐惧,anxiety
心慌气短，浑身无力,anxiety
心找不到着陆的地方，只能不停地飞直到把自己挽回,anxiety
心早就随你而去了，还要强装镇定地跟你讨论今天的天气,love
心早就飘过去了，还要装作不经意，暗恋真是件奇妙的事,love
心早就飞到你身上去了，嘴上还要跟你讨论今天的股市行情,love
心有余悸，忐忑终日,anxiety
心死了。,sadness
心死往往就在那一瞬间，从此再也没有了期待,sadness
心灰意冷。看着曾经救人于难的医生现在也开始抢夺弱者的口粮，我觉得这世界没救了,sadness
心灰意冷。看着曾经立誓要改变世界的朋友现在变成了满嘴铜臭的投机客，我觉得我也老了,sadness
心烦意乱，无法思考,anxiety
心电图监测波形平稳，心率为每分钟七十二次。,neutral
心疼得喘不过气,sadness
心疼得要死,sadness
心真的好痛,sadness
心真的好痛啊,sadness
心碎,sadness
心碎一地。,sadness
心碎了,sadness
心碎了。,sadness
心碎了一地,sadness
心碎得跟渣子一样,sadness
心碎的声音,sadness
心碎的声音，只有自己能听见,sadness
心神不宁，坐卧不安,anxiety
心累,sadness
心累，不想解释了,sadness
心脏撞击着胸腔，一遍遍刷新网页,anxiety
心脏撞击着胸腔，不停地确认闹钟设置,anxiety
心脏撞击着胸腔，反复检查手机有没有新消息,anxiety
心脏撞击着胸腔，在门口来回走动,anxiety
心脏撞击胸腔的声音异常清晰，一遍又一遍刷新那个空白页面,anxiety
心脏撞击胸腔的声音异常清晰，反复确认门窗是否关好,anxiety
心脏撞击胸腔的声音异常清晰，在草稿纸上乱涂乱画,anxiety
心脏撞击胸腔的声音异常清晰，太阳穴跳动得厉害,anxiety
心脏撞击胸腔的声音异常清晰，屏幕上红色的倒计时正在闪烁,anxiety
心脏撞击胸腔的声音异常清晰，指尖在桌面快速敲击,anxiety
心脏撞击胸腔的声音异常清晰，时钟的滴答声在房间里异常响亮,anxiety
心脏撞击胸腔的声音异常清晰，电脑散热器的轰鸣声让人心烦意乱,anxiety
心脏撞击胸腔的声音异常清晰，盯着屏幕上的第一行字看了十分钟,anxiety
心脏撞击胸腔的声音异常清晰，肌肉紧绷到微微发酸,anxiety
心脏撞击胸腔的声音异常清晰，背后出了一层薄汗,anxiety
心脏撞击胸腔的声音异常清晰，腿肚子止不住地打战,anxiety
心脏撞击胸腔的声音异常清晰，走廊尽头传来的脚步声越来越近,anxiety
心花怒放,joy
心被掏空了,sadness
心被掏空了。,sadness
心被掏空了难受,sadness
心被撕裂了。,sadness
心跳一直很快，总觉得有什么不好的事情要发生,anxiety
心跳加速,anxiety
心跳加速但不知道因为什么，好像什么都没发生,anxiety
心跳在加速，因为我知道远方有光,joy
心跳好快,anxiety
心跳好快，好慌,anxiety
心跳好快，总觉得会有什么不好的事发生,anxiety
心跳好快，总觉得会有什么不好的事发生，坐立不安,anxiety
心跳好快，总觉得会有什么不好的事发生，这种预感让我坐立难安,anxiety
心跳好快，总觉得会有什么不好的预感,anxiety
心跳好快，深呼吸不管用,anxiety
心跳得好快好慌,anxiety
心跳得好快，整个人都在发抖。,anxiety
心跳得很快，总觉得会有什么不好的预感,anxiety
心跳得很快，总觉得会有什么不好的预感，停不下来,anxiety
心跳得很快，总觉得会有什么不好的预感，坐立难安,anxiety
心跳得很快，总觉得会有什么不好的预感，整个人都坐立难安,anxiety
心跳得很快，总觉得会有什么不好的预感，整个人都处于焦虑状态,anxiety
心跳得很快，总觉得会有什么不好的预感，整个人都静不下来,anxiety
心跳得很快，总觉得会有什么不好的预感，整个人都静不下来，坐立难安,anxiety
心跳得很快，总觉得会有什么不好的预感，静不下来,anxiety
心跳得很快，那种不详的预感越来越强烈了。,anxiety
心跳得特别快，坐立不安，总觉得有不好的事情要发生。,anxiety
心跳得特别快，坐立不安，总觉得有不好的事情要发生。...,anxiety
心跳得特别快，坐立不安，总觉得有不好的事情要发生。。,anxiety
心跳得特别快，坐立不安，总觉得有不好的事情要发生。，好慌。,anxiety
心跳得特别快，坐立不安，总觉得有不好的事情要发生。，真的。,anxiety
心跳快得不正常，总觉得下一秒就会有什么糟糕透顶的事情发生,anxiety
心跳快得难以言喻，这种怦然心动的感觉，就是真爱吧。,love
心跳漏了一拍,love
心跳的频率像是欢快的鼓点，带我飞向未知的冒险,joy
心跳跳得很快，那种不祥的预感越来越强烈,anxiety
心都碎成了渣,sadness
心都给你,love
心酸到无法呼吸。,sadness
心酸得要命。,sadness
心里一直不太踏实,anxiety
心里一直悬着放不下来,anxiety
心里一直有点慌乱,anxiety
心里七上八下的,anxiety
心里不踏实,anxiety
心里像压着一块说不清重量的东西,anxiety
心里像被什么堵住一样,sadness
心里全是你,love
心里好堵,sadness
心里好慌,anxiety
心里好空,sadness
心里很空,sadness
心里总是七上八下的,anxiety
心里总是空荡荡的，总觉得有什么重要的事情被我遗漏了,anxiety
心里总是空落落的，像是悬在半空中找不到落脚点，总觉得有什么大事要发生。,anxiety
心里总有点不安,anxiety
心里挺踏实的,contentment
心里有点七上八下,anxiety
心里有点不安,anxiety
心里有点空落落的,sadness
心里有点紧张,sadness
心里没半点波澜,contentment
心里没底，好焦虑,anxiety
心里满是酸楚,sadness
心里甜得冒泡,love
心里的位置空了，我不爱你了。,sadness
心里的火熄灭了，我不爱你了。,contentment
心里的烟花炸开了,love
心里的石头落地了,contentment
心里的空洞，怎么填都填不满...,sadness
心里的空洞，怎么填都填不满。,sadness
心里的雨下不停。,sadness
心里的雪一直下。,sadness
心里空了一块的感觉,sadness
心里空无一物。,sadness
心里空空的,sadness
心里空落落的,sadness
心里空落落的。,sadness
心里空落落的难受,sadness
心里空落落的，好像丢了什么重要的东西,sadness
心里缺了一块,sadness
心里软软的,love
心里酸酸的,sadness
心静了挺好,contentment
心静如水真舒服,contentment
忍不住笑出声，因为今天的天气很好，因为你正好也在身边,joy
忐忑不安,anxiety
忘恩负义。我供你读完大学，你转手就把我告上法庭说我非法拘禁，你这种白眼狼真该回你的垃圾堆,anger
忙了一整天，现在终于能躺在沙发上，喝杯热茶看看喜欢的书，舒服。,contentment
忙了一整天，能泡个热水澡然后躺进松软的被窝，真知足了,contentment
忙着养家糊口,sadness
忙着快乐也忙着被你感动，连吵架时你憋红的脸都让我觉得好可爱,love
忙着快乐忙着感动，甚至连你偶尔的坏脾气我都觉得是调味剂,love
忙着快乐忙着感动，连胡思乱想都带着甜味,love
忙着快乐，忙着感动，转啊转就真的遇见了对的人,joy
忙碌了一整天，能这样安静地坐一会儿，就觉得很幸福。,contentment
忧郁成疾。在那场毫无胜算的官司后，把自己反锁在黑暗里整整半年,sadness
快乐了,joy
快乐到怀疑人生！,joy
快乐就是这么简单！,joy
快点回消息，我想你都想疯了,love
快节奏时代掉队每天怀疑自己,anxiety
快节奏时代掉队，我天天怀疑自己,anxiety
快递到了,neutral
快递又给乱放位置了，连个电话都不打。,anger
快递又给乱放位置了，连个电话都不打！,anger
快递又给乱放位置了，连个电话都不打？,anger
快递又给乱放位置了，连个电话都不打～,anger
快递又给弄丢了，简直离大谱...,anger
快递又给弄丢了，简直离大谱。,anger
快递又给弄丢了，简直离大谱！,anger
快递员不打招呼就直接把东西丢在菜鸟驿站，重得要死还要我自己去搬。,anger
快递员把我的贵重物品直接扔在太阳底下晒了一整天，打投诉电话还没人接，那种无力感真的想爆炸,anger
快递在路上丢了，虽然赔了钱但那份心情没了,sadness
快递在路上丢了，虽然赔了钱但那份心情没了，好丧,sadness
快递在路上丢了，虽然赔了钱，但那种期待感再也没了,sadness
快递在路上丢了，虽然退款了但那份期待感没了，好丧,sadness
快递在路上丢了，虽然退款了但那份期待感没了，好丧。,sadness
快递地址填错了，转寄还要加钱，好烦,sadness
快递已揽收，预计后天送达,neutral
快递已签收,neutral
快递收到时盒子是扁的... 我可真‘幸运’。,anger
快递收到时盒子是扁的... 我真是谢谢您了。,anger
快递收到时盒子是扁的... 生活可真有意思。,anger
快递收到时盒子是扁的... 真是令人‘欣慰’的结局。,anger
快递收到时盒子是扁的... 真是太‘理想’了。,anger
快递收到时盒子是扁的... 这就是所谓的‘惊喜’吧。,anger
快递收到时盒子是扁的。托您的福，心情好到了极点。,anger
快递收到时盒子是扁的。真是一场完美的体验。,anger
快递收到时盒子是扁的。真是愉快的一天。,anger
快递收到时盒子是扁的。这可真是‘谢天谢地’。,anger
快递收到时盒子是扁的！感觉人生达到了‘巅峰’。,anger
快递收到时盒子是扁的！我可得好好夸夸这种效率。,anger
快递收到时盒子是扁的！真是长见识了。,anger
快递收到时盒子是扁的，这可太‘棒’了。,anger
快递收到时盒子是扁的，这安排真是‘贴心’得让人想哭。,anger
快递终于到了，拆开的一瞬间太开心了,joy
快递被放在了很远的地方，走了一公里去拿,anger
怀疑世界怀疑人生，但唯独对你的心意我从未有过半分动摇,love
怀疑这世界所有的美好，直到遇见了你才找到答案,love
怀疑这个词在我的字典里，早就被你给我的安全感彻底抹去了,love
怎么会有这么离谱的Bug，改了一个又出一个,anger
怎么办,anxiety
怎么办啊,anxiety
怎么办怎么办,anxiety
怎么办，手机落在公交车上了，我所有的账号和隐私全在里面，急疯了。,anxiety
怎么办，每次想到未来的职业规划就觉得一片迷茫，身边的同学好像都上岸了。,anxiety
怎么办，老板刚才看我的眼神不太对，是不是我哪里做错了？,anxiety
怎么还不回消息？是不是出什么事了，急死我了。,anxiety
怎么还没叫我还你DVD，你是不是也在偷偷怀念我们看电影的午后,love
怎么还没叫我还你DVD，是不是想找借口再见我一面,love
怎么还没叫我还你外套，是不是想留着我的味道多做几个美梦,love
怒,anger
怒气冲冲,anger
怒火中烧,anger
怕,anxiety
怕了,anxiety
怕了怕了,anxiety
怕事情出问题一直不放心,anxiety
怕事情变坏有点慌,anxiety
怕事情变糟一直在想,anxiety
怕事情搞砸一直担心,anxiety
怕做不好心直跳,anxiety
怕出乱子心好慌,anxiety
怕出乱子心慌慌,anxiety
怕出意外好焦虑,anxiety
怕出意外心好慌,anxiety
怕出错,anxiety
怕失误给家里惹麻烦,anxiety
怕失败有点慌,anxiety
怕怕,anxiety
怕掉队好焦虑,anxiety
怕搞砸,anxiety
怕明天迟到一直在看时间,anxiety
怕查出什么毛病来,anxiety
怕查出毛病来好慌,anxiety
怕查出病来好焦虑,anxiety
怕死了,anxiety
怕生病心慌慌,anxiety
怕考不上好慌,anxiety
怕考不上好焦虑,anxiety
怕考不好好焦虑,anxiety
怕自己做不好一直紧张,anxiety
怕自己做不好很紧张,anxiety
怕自己做不好这件事，一直在想,anxiety
怕自己搞砸事情,anxiety
怕表现不好好慌,anxiety
怕表现不好心慌慌,anxiety
怕被亲戚们看穿我其实在城里过得也很紧巴，每次回老家都要强撑场面，心真的好累,anxiety
怕被亲戚们看穿我其实在城里过得也很紧巴，每次回老家都要强撑场面，心里真的好累,anxiety
怕被亲戚们看穿我其实在城里过得也很紧巴，每次回老家都要强撑场面，这种伪装真的好心累,anxiety
怕被亲戚看穿我过得很紧巴，每次回老家都要强撑场面，这种伪装好心累,anxiety
怕被别人看穿,anxiety
怕被别人看穿我的伪装，每天都活得小心翼翼,anxiety
怕被别人看穿我的伪装，每天都活得小心翼翼。,anxiety
怕被别人看穿我的伪装，每天都活得小心翼翼，好累,anxiety
怕被别人看穿我的伪装，每天都活得小心翼翼，真的很心累,anxiety
怕被别人看穿我的伪装，每天都活得小心翼翼，真的很心累，想找个地方躲起来,anxiety
怕被别人看穿我的伪装，每天都活得小心翼翼，真的很累了,anxiety
怕被别人看穿我的伪装，每天都活得小心翼翼，真的累了,anxiety
怕被别人看穿我的伪装，每天都活得小心翼翼，真的觉得心力交瘁,anxiety
怕被别人看穿我的伪装，每天都活得小心翼翼，真的觉得快撑不住了,anxiety
怕被别人看穿我的伪装，真的累了,anxiety
怕被别人看穿我的焦虑和窘迫，每天都要强装阳光，心真的好累,anxiety
怕被别人看穿我的焦虑和脆弱，每天都要戴着面具生活，真的觉得自己快撑不住了,anxiety
怕被别人看穿我的焦虑和自卑，每天都要在朋友圈装得阳光向上，心好苦,anxiety
怕被别人看穿我的焦虑和自卑，每天都要在朋友圈装得阳光向上，真的觉得好累,anxiety
怕被别人看穿我的焦虑和自卑，每天都要在朋友圈装得阳光，心真的好累,anxiety
怕被别人看穿我的窘迫和焦虑，每天都要在社交平台上装得光鲜亮丽，真的觉得好心累,anxiety
怕被别人看穿我的自卑和敏感，每天都要在朋友圈装得活色生香，心里好苦,anxiety
怕被别人看穿我的自卑和敏感，每天都要在朋友圈装得阳光向上，心里真的好苦,anxiety
怕被别人看穿我的自卑，每天都活得小心翼翼,anxiety
怕被别人看穿我的自卑，每天都装得阳光向上，心里好苦,anxiety
怕被别人看穿我的自卑，每天都要装得阳光，心真的好累,anxiety
怕被别人看穿我的贫穷和窘迫，每天都要穿得体体面面的，心里的苦只有自己懂,anxiety
怕被同事看穿我其实是在硬撑，每天都要装出一副很强的样子，心真的好累,anxiety
怕被同事看穿我其实是在硬撑，每天都要装出一副精英样，心真的好累,anxiety
怕被同事看穿我其实是在硬撑，每天都要装出一副精英的样子，心真的好累,anxiety
怕被同事看穿我其实是在硬撑，每天都要装出一副职场精英的样，心真的好累,anxiety
怕被同事看穿我其实是在硬撑，每天都要装强，心真的好累好累,anxiety
怕被同事看穿我其实是在硬撑，每天都要装得阳光灿烂，心真的好累,anxiety
怕被同事看穿我其实是在硬撑，每天都要装得阳光灿烂，心真的好累好苦,anxiety
怕被同龄人看不起我的现状，每天都在装忙，心真的好累好苦,anxiety
怕被同龄人看穿我的焦虑和窘迫，每天在社交平台上强行营业，心里的苦只有自己懂,anxiety
怕被否定所以不敢尝试,anxiety
怕被否定有点紧张,anxiety
怕被嫌弃好焦虑,anxiety
怕被开除好焦虑,anxiety
怕被批评一直担心,anxiety
怕被时代抛弃好焦虑,anxiety
怕被父母看穿我在外面过得不好，每次打电话都要装笑，这种伪装好累,anxiety
怕被父母看穿我在外面过得不好，每次通话都要装笑，心真的好累,anxiety
怕被父母看穿我在外面过得并不好，每次打电话都要强装欢笑，这种伪装好累,anxiety
怕被裁员好焦虑,anxiety
怕被领导当众批评,anxiety
怕被领导骂好焦虑,anxiety
怕辜负大家心好慌,anxiety
怕辜负大家的信任,anxiety
怕辜负家人的期望,anxiety
怕面试不过好焦虑,anxiety
思虑过度，神经衰弱,anxiety
怡然自得,contentment
怡然自得。在暴雨天关掉灯看雨滴砸在玻璃上，极致的虚无反而很踏实,contentment
急得团团转,anxiety
急急急,anxiety
急急急！,anxiety
急急急，在线等！,anxiety
急死人,anxiety
急死我了,anxiety
总在担心别人怎么看我,anxiety
总怕自己的速度赶不上时代抛弃我的速度,anxiety
总感觉哪里不太对劲,anxiety
总担心出事好慌,anxiety
总担心自己没准备好,anxiety
总是会在事情说完之后反复回想，有没有哪里说错了,anxiety
总是在半夜惊醒，然后就开始思考人生的意义，越想越焦虑,anxiety
总是在意别人朋友圈里展示的完美生活，却忘了自己也在努力掩盖那些一地鸡毛的狼狈,anxiety
总是在意那个没接到的HR回访电话，反复查看手机信号，生怕一个两秒钟的迟疑就错过了逃离现状的机会,anxiety
总是在纠结这些微小的细节，把自己搞得精疲力竭,anxiety
总是忍不住在脑子里把同一件事推演好几遍,anxiety
总是怕失误惹老板不开心，活得像缩头乌龟，这种卑微感让我每天都好焦虑,anxiety
总是怕自己不够优秀，配不上现在的位子,anxiety
总是怕自己做不好，辜负了大家对我的信任,anxiety
总是怕自己做不好，辜负了大家的期待,anxiety
总是怕自己做不好，辜负了大家的期望,anxiety
总是怕自己回消息太慢会显得不礼貌，又怕回得太快显得太在乎，这种卑微的社交心理真的该死,anxiety
总是怕自己的一丁点失误会惹大家不开心,anxiety
总是怕自己的一丁点失误会惹大家不开心，我每天都过得小心翼翼的,anxiety
总是怕自己的一丁点失误会惹得老板不开心，活得像个缩头乌龟好累,anxiety
总是怕自己的一丁点失误会给家里惹麻烦，我每天都过得如履薄冰,anxiety
总是怕自己的一丁点小失误会惹得老板不开心，活得像个缩头乌龟一样，这种卑微感让我每天都好焦虑,anxiety
总是怕自己的一丁点小失误会惹得老板不开心，活得像个缩头乌龟，这种卑微感真的让我好焦虑,anxiety
总是怕自己的一丁点小失误会惹得老板不开心，活得像个缩头乌龟，这种卑微感让我好焦虑,anxiety
总是怕自己的一丁点小失误会惹得老板不开心，活得像个缩头乌龟，这种卑微感让我每天都好焦虑,anxiety
总是怕自己的一丁点小失误会惹得老板不开心，活得像个缩头乌龟，这种卑微感让我每天都焦虑到爆,anxiety
总是怕自己的一丁点小失误会惹得身边的朋友不开心，我每天都过得小心翼翼得像个小偷,anxiety
总是怕自己的一丁点小失误会惹得身边的朋友不开心，活得小心翼翼,anxiety
总是怕自己的一丁点小差错会惹得身边的穷哥们儿不高兴，我每天都过得缩手缩脚的,anxiety
总是怕自己的一丁点小错误会给团队抹黑，活得战战兢兢，这种卑微感让我每天都快要窒息了,anxiety
总是怕自己的努力到头来只是在感动自己，这种无助感让我整宿整宿失眠,anxiety
总是患得患失，怕这一切只是梦...,anxiety
总是患得患失，怕这一切只是梦。,anxiety
总是把别人的宽容当成你不要脸的资本，这种自私的人真是没见过第二个。,anger
总是担心努力一辈子最后只能给有钱人当垫脚石，这种无处不在的绝望感，让我每天都想去撞墙,anxiety
总是担心努力只是在感动自己,anxiety
总是担心努力的速度赶不上孩子长大的开销，这种被生活勒住脖子的窒息感，让我每天都想去撞墙,anxiety
总是担心努力的速度赶不上房价上涨的速度，这种深深的无力感每天都在蚕食我的斗志,anxiety
总是担心努力的速度赶不上父母老去的速度，这种如影随形的焦虑感，让我每天睁眼都想直接去死,anxiety
总是担心努力的速度赶不上父母老去的速度，这种焦虑感时刻在折磨我,anxiety
总是担心家人的健康出问题让我整天紧绷着,anxiety
总是担心家人的健康出问题，我整天活得提心吊胆,anxiety
总是担心家人的健康出问题，整天紧绷着,anxiety
总是担心家人的身体健康会出什么意外，我每天都活得提心吊胆，一点风吹草动都能让我失眠整夜,anxiety
总是担心家人的身体健康会出什么突发状况，我每天都活得提心吊胆，一点风吹草动都能让我整夜失眠,anxiety
总是担心家人的身体健康会出什么突发状况，我每天都活得跟惊弓之鸟似的,anxiety
总是担心家人的身体健康会出突发状况，我每天都活得跟惊弓之鸟似的,anxiety
总是担心家人的身体健康出什么意外，我每天都活得提心吊胆的,anxiety
总是担心家人的身体健康出意外，我每天都活得提心吊胆，一点风吹草动都能让我失眠整夜,anxiety
总是担心家人的身体健康出意外，我每天都活得提心吊胆，心跳飞快,anxiety
总是担心家人的身体健康出意外，我每天都活得提心胆战，一点风吹草动都能让我整夜失眠,anxiety
总是担心家人的身体健康出意外，提心吊胆，一点风吹草动都能让我整夜失眠,anxiety
总是担心家人的身体出什么状况，一点风吹草动都心惊肉跳,anxiety
总是担心家人的身体出意外，提心吊胆，一点风吹草动都能让我失眠整夜,anxiety
总是担心家人的身体，一点小病都吓得不行,anxiety
总是担心家里的几个娃在外面受人欺负，我每天在工地上都活得像个惊弓之鸟，心里发虚,anxiety
总是担心家里的婆娘哪天受不了穷跟着野男人跑了，一想到这儿我这心里就跟猫抓一样坐立难安,anxiety
总是担心家里的老人身体出什么变故,anxiety
总是担心家里的老宅被强拆了没处说理，每天一听到挖掘机的声音就心惊肉跳,anxiety
总是担心明天会发生意想不到的灾难，这种忧患意识已经病态了,anxiety
总是担心父母生病我却不在身边，提心吊胆，一点老家的来电都能让我整个人瞬间僵住,anxiety
总是担心父母的墓地会在下一次的城市规划中被推平。这种无法守护的无力感，让我绝望,anxiety
总是担心父母的墓碑会在下一次的狂轰滥炸中彻底消失，这种无法守护先辈痕迹的无力感，让我绝望,anxiety
总是担心父母的数字墓碑会在下一次的服务器清理中被彻底删除，这种无法守护的无力感,anxiety
总是担心父母的衰老会按下快进键。这种无法与时间对抗的无力感，让我每次离家都想哭,anxiety
总是担心父母的衰老会按下快进键，这种无法与时间对抗的无力感，让我每次离家都想哭,anxiety
总是担心父母的衰老会突然按下快进键，这种无法与时间对抗的无力感，让我不敢想以后,anxiety
总是担心父母的衰老会突然按下快进键，这种无法与时间对抗的无力感，让我每次离家都想哭,anxiety
总是担心父母的衰老会突然按下那个该死的快进键，这种无法与时间抗衡的无力感，让我绝望,anxiety
总是担心父母的衰老会突然按快进键，这种无法与时间对抗的无力感，让我每次离家时都不敢回头看他们的眼睛,anxiety
总是担心父母老去的速度比我挣钱的速度快，这种如影随形的窒息感，让我每天都想直接去死,anxiety
总是担心物价涨的速度赶不上老子搬砖的速度，这种被生活勒住脖子的窒息感每天都在折磨我,anxiety
总是担心现在的互联网寒冬会让我这种三十岁的“老员工”直接消失，这种焦虑感让我每天都想跳槽,anxiety
总是担心现在的努力全是一场幻梦，这种对未来的极度不信任感，让我每天都想直接人间蒸发,anxiety
总是担心现在的努力全是一场幻梦，这种对未来的极度不信任感，让我每天都想直接跳下地铁,anxiety
总是担心现在的努力全是无用功，这种对未来的极度不确定感，让我每天都想直接睡死过去,anxiety
总是担心现在的努力只是在为一个错误的决定买单，这种对选择的怀疑，让我每天都活在深深的自我否定中,anxiety
总是担心现在的努力只是在为一个错误的决定买单，这种对选择的怀疑，让我每天都活在自我否定中,anxiety
总是担心现在的努力只是在为一个错误的决定买单，这种怀疑让我每天都在自我否定,anxiety
总是担心现在的努力只是在为一个错误的决定买单，这种怀疑，让我每天都在自我否定,anxiety
总是担心现在的努力只是在为一个错误的母体贡献算力。这种怀疑，让我每天都在自我否定,anxiety
总是担心现在的努力只是在为一个错误的母体贡献算力，这种怀疑，让我每天都在自我否定,anxiety
总是担心现在的努力只是在为一个错误的算法买单，这种怀疑，让我每天都在深深的自我否定,anxiety
总是担心现在的努力只是在增加大数据里的一个无意义样本，这种虚无感让我每天都很迷茫,anxiety
总是担心现在的宁静只是敌军在大规模进攻前的恶意戏耍，这种被当成猎物的危机感，让我每秒都想尖叫,anxiety
总是担心现在的宁静只是系统在进行某种大规模的补丁测试，这种被控制的焦虑，让我无法入睡,anxiety
总是担心现在的平庸会成为我一辈子的注脚，这种对未来的绝望感，让我每天都活在焦虑中,anxiety
总是担心现在的平庸会成为我墓碑上唯一的文字，这种对生命虚无的绝望感，让我每天都焦虑,anxiety
总是担心现在的平静只是暴风雨前的假象。这种由于长期倒霉而产生的防御性焦虑，很累,anxiety
总是担心现在的平静只是暴风雨前的假象，这种由于长期倒霉而产生的防御性焦虑，很累,anxiety
总是担心现在的平静只是暴风雨前的假象，这种由于长期倒霉而产生的防御性焦虑，让我永远无法真正地快乐,anxiety
总是担心现在的平静只是暴风雨前的死寂，这种由于长期倒霉而产生的防御性焦虑，真的很累,anxiety
总是担心现在的平静只是某种脑机接口实验的副作用，这种对真实世界的怀疑，让我每天都想自残,anxiety
总是担心现在的平静只是某种重大灾难前的缓冲，这种病态的防备心理让我没法真正享受任何一秒钟,anxiety
总是担心现在的平静是某种大灾难前的死寂，这种病态的防备，让我没法真正享受任何一秒钟,anxiety
总是担心现在的快乐是透支了未来的额度，这种由于长期倒霉而产生的防御性心理，让我不敢大笑,anxiety
总是担心现在的快乐是透支了未来的额度，这种长期倒霉留下的后遗症，让我不敢大笑,anxiety
总是担心现在的拼命到头来只是一场空，这种对未来的极度不确定感，让我每天都想直接睡死过去算了,anxiety
总是担心现在的数字足迹会被未来的某些时刻拿出来鞭尸，这种时刻被监控的窒息感，真的让我很慌,anxiety
总是担心现在的每一次点击都在出卖自己的未来，这种对数字威权的无力感，让我很压抑,anxiety
总是担心现在的玩命工作最后只能换来一张写满病症的体检单，这种进退两难的窒息感，让我每天都想自燃,anxiety
总是担心自己不够优秀，配不上你眼中那个灿烂的明天,anxiety
总是担心自己不够努力，会被这个时代狠狠甩开,anxiety
总是担心自己不够努力，怕被同龄人甩在身后,anxiety
总是担心自己不够好，配不上你眼中那个灿烂的明天,anxiety
总是担心自己会犯错，这种紧绷的状态已经严重影响了我的正常生活,anxiety
总是担心自己会被这一届又一届的新鲜血液随手拍死在沙滩上，焦虑得我连觉都睡不安稳,anxiety
总是担心自己体力不支会被辞退，怕被工头当众羞辱，每天都活在心惊胆战的阴影里,anxiety
总是担心自己做不好，怕被领导当众批评,anxiety
总是担心自己做不好，怕被领导说,anxiety
总是担心自己做不好，怕让大家失望,anxiety
总是担心自己现在的职业赛道选择是错误的，好纠结，感觉未来的路被一层厚厚的浓雾给遮住了,anxiety
总是担心自己的一丁点失误会给团队带来巨大麻烦，这种责任感沉重得让人窒息,anxiety
总是担心自己的一丁点失误会给团队抹黑,anxiety
总是担心自己的一丁点失误会给家里惹麻烦,anxiety
总是担心自己的一丁点失误会给整个团队抹黑，每天活得如履薄冰好累,anxiety
总是担心自己的一丁点小失误会给家里人惹来大麻烦，我每天都过得如履薄冰，生怕踏错了一步路,anxiety
总是担心自己的一言一行会惹人不快，这种讨好型人格真的让我好累,anxiety
总是担心自己的一言一行会惹人不快，这种讨好型人格让我好累,anxiety
总是担心自己的体力跟不上日益增长的活计，这种生存层面的内耗让我每天都睡得不踏实,anxiety
总是担心自己的努力会付诸东流，这种焦虑感让我无法专注当下,anxiety
总是担心自己的努力到头来只是一场空，这种挫败感真的让我好无助,anxiety
总是担心自己的努力到头来只是一场空，这种挫败感真的让我觉得好累,anxiety
总是担心自己的努力到头来只是在感动自己,anxiety
总是担心自己的努力到头来只是在感动自己，这种感觉真的好无助,anxiety
总是担心自己的努力到头来只是感动了自己，这种巨大的空虚感和无力感让我真的好想就这么放弃了,anxiety
总是担心自己的努力到头来只是感动了自己，这种巨大的空虚感让我真的好累，好想放弃,anxiety
总是担心自己的努力到头来只是感动了自己，这种巨大的空虚感让我真的好累，想放弃,anxiety
总是担心自己的努力到头来只是感动了自己，这种挫败感让我真的好无助，我到底该怎么办,anxiety
总是担心自己的努力到头来只是感动了自己，这种挫败感让我真的好累,anxiety
总是担心自己的努力到头来只是感动了自己，这种挫败感让我真的无助，想哭,anxiety
总是担心自己的努力到头来只是感动了自己，这种深入骨髓的挫败感让我真的好无助，好想哭,anxiety
